onset	duration	subject	run	stimuli
43.027	5.015	179	1	EmoLookNeg
57.955	5.015	179	1	EmoLookNeg
158.789	5.015	179	1	EmoLookNeg
197.706	5.015	179	1	EmoLookNeg
204.141	5.015	179	1	EmoLookNeg
218.417	5.015	179	1	EmoLookNeg
271.476	5.015	179	1	EmoLookNeg
278.731	5.015	179	1	EmoLookNeg
293.024	5.015	179	1	EmoLookNeg
299.259	5.015	179	1	EmoLookNeg
352.835	5.015	179	1	EmoLookNeg
360.04	5.015	179	1	EmoLookNeg
373.815	5.015	179	1	EmoLookNeg
398.505	5.015	179	1	EmoLookNeg
411.477	5.015	179	1	EmoLookNeg
50.299	5.015	179	1	EmoLookPos
65.511	5.015	179	1	EmoLookPos
72.248	5.015	179	1	EmoLookPos
165.76	5.015	179	1	EmoLookPos
172.597	5.015	179	1	EmoLookPos
180.387	5.015	179	1	EmoLookPos
187.492	5.015	179	1	EmoLookPos
211.881	5.015	179	1	EmoLookPos
225.238	5.015	179	1	EmoLookPos
285.902	5.015	179	1	EmoLookPos
346.283	5.015	179	1	EmoLookPos
366.51	5.015	179	1	EmoLookPos
384.212	5.015	179	1	EmoLookPos
391.902	5.015	179	1	EmoLookPos
405.175	5.015	179	1	EmoLookPos
3.058	5.015	179	1	EmoLabelNeg
17.986	5.015	179	1	EmoLabelNeg
96.804	5.015	179	1	EmoLabelNeg
111.699	5.015	179	1	EmoLabelNeg
128.349	5.015	179	1	EmoLabelNeg
136.088	5.015	179	1	EmoLabelNeg
149.445	5.015	179	1	EmoLabelNeg
234.582	5.015	179	1	EmoLabelNeg
249.009	5.015	179	1	EmoLabelNeg
262.365	5.015	179	1	EmoLabelNeg
314.922	5.015	179	1	EmoLabelNeg
322.127	5.015	179	1	EmoLabelNeg
328.586	5.009	179	1	EmoLabelNeg
421.39	5.015	179	1	EmoLabelNeg
429.08	5.015	179	1	EmoLabelNeg
10.329	5.015	179	1	EmoLabelPos
25.542	5.015	179	1	EmoLabelPos
32.278	5.015	179	1	EmoLabelPos
82.996	5.015	179	1	EmoLabelPos
89.967	5.015	179	1	EmoLabelPos
104.594	5.015	179	1	EmoLabelPos
121.913	5.015	179	1	EmoLabelPos
142.624	5.015	179	1	EmoLabelPos
241.837	5.015	179	1	EmoLabelPos
256.13	5.015	179	1	EmoLabelPos
308.369	5.015	179	1	EmoLabelPos
335.885	5.015	179	1	EmoLabelPos
435.683	5.015	179	1	EmoLabelPos
442.353	5.015	179	1	EmoLabelPos
448.655	5.015	179	1	EmoLabelPos
