onset	duration	subject	run	stimuli
0.009	14.99	194	1	InfOwnNeg
60.247	14.992	194	1	InfOwnNeg
211.69	15.293	194	1	InfOwnNeg
287.353	15.31	194	1	InfOwnNeg
378.655	14.978	194	1	InfOwnNeg
439.046	15.194	194	1	InfOwnNeg
75.269	15.077	194	1	InfOwnPos
105.598	15.027	194	1	InfOwnPos
150.866	15.027	194	1	InfOwnPos
196.217	15.344	194	1	InfOwnPos
348.06	15.377	194	1	InfOwnPos
393.761	15.044	194	1	InfOwnPos
45.091	15.041	194	1	InfOtherNeg
135.71	15.042	194	1	InfOtherNeg
181.061	15.042	194	1	InfOtherNeg
257.174	15.043	194	1	InfOtherNeg
302.709	15.042	194	1	InfOtherNeg
408.867	15.043	194	1	InfOtherNeg
15.012	15.058	194	1	InfOtherPos
90.425	15.043	194	1	InfOtherPos
165.955	15.042	194	1	InfOtherPos
242.068	15.043	194	1	InfOtherPos
317.865	15.042	194	1	InfOtherPos
363.483	15.042	194	1	InfOtherPos
30.07	15.021	194	1	fixation
120.625	15.085	194	1	fixation
226.983	15.085	194	1	fixation
272.217	15.136	194	1	fixation
332.907	15.153	194	1	fixation
423.91	15.136	194	1	fixation
454.24	7.76	194	1	fixation
