onset	duration	subject	run	stimuli
0.029	15.008	3120	1	InfOwnNeg
60.235	14.991	3120	1	InfOwnNeg
210.943	15.008	3120	1	InfOwnNeg
286.238	15.009	3120	1	InfOwnNeg
376.673	15.008	3120	1	InfOwnNeg
436.929	15.008	3120	1	InfOwnNeg
75.241	15.025	3120	1	InfOwnPos
105.436	14.992	3120	1	InfOwnPos
150.62	15.008	3120	1	InfOwnPos
195.87	15.009	3120	1	InfOwnPos
346.511	15.009	3120	1	InfOwnPos
391.745	15.009	3120	1	InfOwnPos
45.146	15.024	3120	1	InfOtherNeg
135.514	15.041	3120	1	InfOtherNeg
180.765	15.041	3120	1	InfOtherNeg
256.11	15.041	3120	1	InfOtherNeg
301.294	15.041	3120	1	InfOtherNeg
406.801	15.041	3120	1	InfOtherNeg
15.051	15.058	3120	1	InfOtherPos
90.313	15.042	3120	1	InfOtherPos
165.676	15.041	3120	1	InfOtherPos
241.021	15.041	3120	1	InfOtherPos
316.383	15.042	3120	1	InfOtherPos
361.567	15.041	3120	1	InfOtherPos
30.109	15.037	3120	1	fixation
120.428	15.086	3120	1	fixation
225.951	15.07	3120	1	fixation
271.151	15.087	3120	1	fixation
331.425	15.086	3120	1	fixation
421.842	15.087	3120	1	fixation
