onset	duration	subject	run	stimuli
23.741	5.002	3329	2	EmoLookNeg
30.594	5.002	3329	2	EmoLookNeg
86.916	5.002	3329	2	EmoLookNeg
94.669	5.002	3329	2	EmoLookNeg
101.455	5.002	3329	2	EmoLookNeg
194.924	5.019	3329	2	EmoLookNeg
208.646	5.002	3329	2	EmoLookNeg
223.069	5.002	3329	2	EmoLookNeg
232.389	5.002	3329	2	EmoLookNeg
246.211	5.002	3329	2	EmoLookNeg
253.864	5.002	3329	2	EmoLookNeg
270.387	5.002	3329	2	EmoLookNeg
283.809	5.002	3329	2	EmoLookNeg
358.772	5.002	3329	2	EmoLookNeg
374.028	5.002	3329	2	EmoLookNeg
3.05	5.002	3329	2	EmoLookPos
9.536	5.002	3329	2	EmoLookPos
16.688	5.002	3329	2	EmoLookPos
79.279	5.002	3329	2	EmoLookPos
107.624	5.002	3329	2	EmoLookPos
201.277	5.002	3329	2	EmoLookPos
215.449	5.002	3329	2	EmoLookPos
238.508	5.002	3329	2	EmoLookPos
260.75	5.002	3329	2	EmoLookPos
277.657	5.002	3329	2	EmoLookPos
289.911	5.002	3329	2	EmoLookPos
296.948	5.002	3329	2	EmoLookPos
345.316	5.002	3329	2	EmoLookPos
351.752	5.002	3329	2	EmoLookPos
366.558	5.002	3329	2	EmoLookPos
41.165	5.002	3329	2	EmoLabelNeg
54.803	5.002	3329	2	EmoLabelNeg
118.378	5.002	3329	2	EmoLabelNeg
133.767	5.002	3329	2	EmoLabelNeg
140.553	5.002	3329	2	EmoLabelNeg
157.477	5.002	3329	2	EmoLabelNeg
163.812	5.002	3329	2	EmoLabelNeg
177.985	5.002	3329	2	EmoLabelNeg
185.604	5.002	3329	2	EmoLabelNeg
313.437	5.002	3329	2	EmoLabelNeg
328.793	5.002	3329	2	EmoLabelNeg
335.679	5.002	3329	2	EmoLabelNeg
411.192	5.002	3329	2	EmoLabelNeg
435.018	5.002	3329	2	EmoLabelNeg
450.274	5.002	3329	2	EmoLabelNeg
47.65	5.002	3329	2	EmoLabelPos
61.856	5.002	3329	2	EmoLabelPos
68.709	5.002	3329	2	EmoLabelPos
126.014	5.002	3329	2	EmoLabelPos
146.722	5.002	3329	2	EmoLabelPos
171.182	5.002	3329	2	EmoLabelPos
307.318	5.002	3329	2	EmoLabelPos
321.14	5.002	3329	2	EmoLabelPos
384.632	5.002	3329	2	EmoLabelPos
391.901	5.002	3329	2	EmoLabelPos
398.054	5.002	3329	2	EmoLabelPos
404.156	5.002	3329	2	EmoLabelPos
421.563	5.002	3329	2	EmoLabelPos
427.999	5.002	3329	2	EmoLabelPos
442.804	5.002	3329	2	EmoLabelPos
