onset	duration	subject	run	stimuli
0.015	16.958	193	1	InfOwnNeg
62.22	14.975	193	1	InfOwnNeg
214.78	17.11	193	1	InfOwnNeg
292.277	17.211	193	1	InfOwnNeg
386.763	14.977	193	1	InfOwnNeg
447.104	14.896	193	1	InfOwnNeg
77.226	14.977	193	1	InfOwnPos
107.438	16.677	193	1	InfOwnPos
154.356	14.96	193	1	InfOwnPos
199.657	14.994	193	1	InfOwnPos
354.851	16.678	193	1	InfOwnPos
401.869	14.977	193	1	InfOwnPos
47.064	15.042	193	1	InfOtherNeg
139.2	15.042	193	1	InfOtherNeg
184.484	15.043	193	1	InfOtherNeg
262.081	15.043	193	1	InfOtherNeg
309.533	15.042	193	1	InfOtherNeg
416.909	15.042	193	1	InfOtherNeg
16.986	15.058	193	1	InfOtherPos
92.265	15.042	193	1	InfOtherPos
169.379	15.042	193	1	InfOtherPos
246.976	15.042	193	1	InfOtherPos
324.656	15.042	193	1	InfOtherPos
371.607	15.026	193	1	InfOtherPos
32.044	15.02	193	1	fixation
124.115	15.085	193	1	fixation
231.89	15.086	193	1	fixation
277.124	15.153	193	1	fixation
339.698	15.153	193	1	fixation
431.951	15.153	193	1	fixation
