onset	duration	subject	run	stimuli
75.898	14.994	193	2	InfOwnNeg
166.45	14.994	193	2	InfOwnNeg
242.529	15.561	193	2	InfOwnNeg
288.431	15.86	193	2	InfOwnNeg
380.35	15.761	193	2	InfOwnNeg
411.345	14.961	193	2	InfOwnNeg
30.147	15.642	193	2	InfOwnPos
60.909	14.976	193	2	InfOwnPos
211.684	15.694	193	2	InfOwnPos
258.219	14.977	193	2	InfOwnPos
334.549	14.993	193	2	InfOwnPos
364.76	15.444	193	2	InfOwnPos
0.018	15.041	193	2	InfOtherNeg
90.97	15.043	193	2	InfOtherNeg
121.165	15.043	193	2	InfOtherNeg
151.277	15.042	193	2	InfOtherNeg
273.258	15.042	193	2	InfOtherNeg
349.605	15.042	193	2	InfOtherNeg
15.074	15.058	193	2	InfOtherPos
106.076	15.043	193	2	InfOtherPos
181.489	15.042	193	2	InfOtherPos
319.376	15.042	193	2	InfOtherPos
396.189	15.043	193	2	InfOtherPos
441.374	15.042	193	2	InfOtherPos
45.789	15.12	193	2	fixation
136.208	15.069	193	2	fixation
196.531	15.153	193	2	fixation
227.378	15.151	193	2	fixation
304.291	15.085	193	2	fixation
426.306	15.068	193	2	fixation
456.416	5.584	193	2	fixation
