onset	duration	subject	run	stimuli
77.574	16.244	3227	2	InfOwnNeg
169.393	16.444	3227	2	InfOwnNeg
246.257	15.027	3227	2	InfOwnNeg
291.658	16.361	3227	2	InfOwnNeg
385.861	16.345	3227	2	InfOwnNeg
417.441	16.427	3227	2	InfOwnNeg
30.155	15.026	3227	2	InfOwnPos
60.317	17.227	3227	2	InfOwnPos
216.111	14.994	3227	2	InfOwnPos
261.429	14.994	3227	2	InfOwnPos
338.276	15.027	3227	2	InfOwnPos
368.521	17.212	3227	2	InfOwnPos
0.027	15.041	3227	2	InfOtherNeg
93.897	15.042	3227	2	InfOtherNeg
124.092	15.041	3227	2	InfOtherNeg
154.204	15.042	3227	2	InfOtherNeg
276.485	15.042	3227	2	InfOtherNeg
353.382	15.026	3227	2	InfOtherNeg
15.082	15.058	3227	2	InfOtherPos
109.003	15.042	3227	2	InfOtherPos
185.916	15.042	3227	2	InfOtherPos
323.103	15.043	3227	2	InfOtherPos
402.285	15.042	3227	2	InfOtherPos
448.953	13.047	3227	2	InfOtherPos
45.181	15.136	3227	2	fixation
139.133	15.071	3227	2	fixation
200.958	15.153	3227	2	fixation
231.105	15.152	3227	2	fixation
308.019	15.084	3227	2	fixation
433.868	15.085	3227	2	fixation
