onset	duration	subject	run	stimuli
75.299	15.041	3080	2	InfOwnNeg
165.783	15.025	3080	2	InfOwnNeg
241.096	15.024	3080	2	InfOwnNeg
286.363	15.025	3080	2	InfOwnNeg
376.848	15.025	3080	2	InfOwnNeg
407.026	15.025	3080	2	InfOwnNeg
30.148	15.041	3080	2	InfOwnPos
60.259	15.025	3080	2	InfOwnPos
210.984	15.025	3080	2	InfOwnPos
256.185	15.025	3080	2	InfOwnPos
331.564	15.025	3080	2	InfOwnPos
361.742	15.041	3080	2	InfOwnPos
0.02	15.04	3080	2	InfOtherNeg
90.388	15.041	3080	2	InfOtherNeg
120.566	15.041	3080	2	InfOtherNeg
150.678	15.041	3080	2	InfOtherNeg
271.257	15.041	3080	2	InfOtherNeg
346.636	15.041	3080	2	InfOtherNeg
15.075	15.057	3080	2	InfOtherPos
105.477	15.041	3080	2	InfOtherPos
180.856	15.042	3080	2	InfOtherPos
316.458	15.041	3080	2	InfOtherPos
391.921	15.04	3080	2	InfOtherPos
437.121	14.879	3080	2	InfOtherPos
45.189	15.07	3080	2	fixation
135.607	15.071	3080	2	fixation
195.898	15.086	3080	2	fixation
226.009	15.087	3080	2	fixation
301.388	15.07	3080	2	fixation
422.051	15.07	3080	2	fixation
