onset	duration	subject	run	stimuli
76.396	15.794	190	2	InfOwnNeg
167.731	16.061	190	2	InfOwnNeg
244.244	15.009	190	2	InfOwnNeg
289.662	15.827	190	2	InfOwnNeg
381.164	15.009	190	2	InfOwnNeg
411.393	16.059	190	2	InfOwnNeg
30.161	15.058	190	2	InfOwnPos
60.356	16.026	190	2	InfOwnPos
214.049	15.059	190	2	InfOwnPos
259.384	15.042	190	2	InfOwnPos
335.747	15.042	190	2	InfOwnPos
366.009	15.025	190	2	InfOwnPos
0.033	15.04	190	2	InfOtherNeg
92.268	15.042	190	2	InfOtherNeg
122.447	15.041	190	2	InfOtherNeg
152.559	15.041	190	2	InfOtherNeg
274.49	15.041	190	2	InfOtherNeg
350.869	15.025	190	2	InfOtherNeg
15.088	15.058	190	2	InfOtherPos
107.358	15.041	190	2	InfOtherPos
183.871	15.024	190	2	InfOtherPos
320.574	15.041	190	2	InfOtherPos
396.237	15.041	190	2	InfOtherPos
442.538	15.041	190	2	InfOtherPos
45.219	15.137	190	2	fixation
137.488	15.071	190	2	fixation
198.895	15.154	190	2	fixation
229.108	15.136	190	2	fixation
305.489	15.085	190	2	fixation
427.452	15.086	190	2	fixation
