onset	duration	subject	run	stimuli
41.157	5.002	190	1	EmoLookNeg
55.396	5.002	190	1	EmoLookNeg
154.168	5.002	190	1	EmoLookNeg
192.349	5.002	190	1	EmoLookNeg
199.302	5.002	190	1	EmoLookNeg
212.324	5.002	190	1	EmoLookNeg
267.545	5.003	190	1	EmoLookNeg
274.181	5.002	190	1	EmoLookNeg
289.087	5.002	190	1	EmoLookNeg
296.14	5.002	190	1	EmoLookNeg
352.378	5.002	190	1	EmoLookNeg
359.481	5.002	190	1	EmoLookNeg
373.186	5.002	190	1	EmoLookNeg
397.029	5.002	190	1	EmoLookNeg
409.867	5.002	190	1	EmoLookNeg
48.943	5.002	190	1	EmoLookPos
63.149	5.002	190	1	EmoLookPos
69.635	5.002	190	1	EmoLookPos
161.287	5.002	190	1	EmoLookPos
167.356	5.002	190	1	EmoLookPos
174.709	5.002	190	1	EmoLookPos
181.845	5.002	190	1	EmoLookPos
205.354	5.002	190	1	EmoLookPos
219.143	5.002	190	1	EmoLookPos
281.534	5.002	190	1	EmoLookPos
344.492	5.002	190	1	EmoLookPos
367.017	5.002	190	1	EmoLookPos
383.64	5.002	190	1	EmoLookPos
390.243	5.002	190	1	EmoLookPos
403.715	5.002	190	1	EmoLookPos
3.142	5.002	190	1	EmoLabelNeg
17.481	5.002	190	1	EmoLabelNeg
92.26	5.002	190	1	EmoLabelNeg
106.699	5.002	190	1	EmoLabelNeg
124.223	5.002	190	1	EmoLabelNeg
130.275	5.002	190	1	EmoLabelNeg
144.08	5.002	190	1	EmoLabelNeg
229.33	5.002	190	1	EmoLabelNeg
243.452	5.002	190	1	EmoLabelNeg
258.158	5.002	190	1	EmoLabelNeg
313.246	5.002	190	1	EmoLabelNeg
320.349	5.002	190	1	EmoLabelNeg
327.985	5.002	190	1	EmoLabelNeg
418.988	5.002	190	1	EmoLabelNeg
425.59	5.002	190	1	EmoLabelNeg
10.945	5.002	190	1	EmoLabelPos
25.217	5.002	190	1	EmoLabelPos
31.82	5.002	190	1	EmoLabelPos
78.972	5.002	190	1	EmoLabelPos
86.158	5.002	190	1	EmoLabelPos
99.646	5.002	190	1	EmoLabelPos
117.27	5.002	190	1	EmoLabelPos
137.228	5.002	190	1	EmoLabelPos
236	5.002	190	1	EmoLabelPos
251.105	5.002	190	1	EmoLabelPos
305.427	5.002	190	1	EmoLabelPos
334.155	5.001	190	1	EmoLabelPos
432.376	5.002	190	1	EmoLabelPos
439.029	5.002	190	1	EmoLabelPos
445.181	5.002	190	1	EmoLabelPos
