onset	duration	subject	run	stimuli
24.524	5.002	3148	2	EmoLookNeg
31.877	5.002	3148	2	EmoLookNeg
86.665	5.002	3148	2	EmoLookNeg
93.901	5.002	3148	2	EmoLookNeg
101.304	5.002	3148	2	EmoLookNeg
192.573	5.002	3148	2	EmoLookNeg
206.112	5.002	3148	2	EmoLookNeg
218.833	5.002	3148	2	EmoLookNeg
229.437	5.002	3148	2	EmoLookNeg
241.809	5.002	3148	2	EmoLookNeg
249.545	5.002	3148	2	EmoLookNeg
266.602	5.002	3148	2	EmoLookNeg
279.224	5.002	3148	2	EmoLookNeg
354.336	5.002	3148	2	EmoLookNeg
368.659	5.002	3148	2	EmoLookNeg
3.049	5.002	3148	2	EmoLookPos
9.134	5.002	3148	2	EmoLookPos
16.904	5.002	3148	2	EmoLookPos
79.179	5.002	3148	2	EmoLookPos
107.373	5.002	3148	2	EmoLookPos
198.909	5.002	3148	2	EmoLookPos
212.397	5.002	3148	2	EmoLookPos
235.757	5.002	3148	2	EmoLookPos
256.865	5.002	3148	2	EmoLookPos
273.105	5.002	3148	2	EmoLookPos
286.376	5.002	3148	2	EmoLookPos
293.313	5.002	3148	2	EmoLookPos
340.281	5.002	3148	2	EmoLookPos
347.634	5.002	3148	2	EmoLookPos
361.406	5.002	3148	2	EmoLookPos
41.114	5.002	3148	2	EmoLabelNeg
54.969	5.002	3148	2	EmoLabelNeg
117.444	5.002	3148	2	EmoLabelNeg
132.166	5.002	3148	2	EmoLabelNeg
139.569	5.002	3148	2	EmoLabelNeg
155.709	5.002	3148	2	EmoLabelNeg
162.044	5.002	3148	2	EmoLabelNeg
175.533	5.002	3148	2	EmoLabelNeg
181.969	5.002	3148	2	EmoLabelNeg
309.436	5.002	3148	2	EmoLabelNeg
323.224	5.002	3148	2	EmoLabelNeg
330.544	5.002	3148	2	EmoLabelNeg
406.173	5.002	3148	2	EmoLabelNeg
430.033	5.002	3148	2	EmoLabelNeg
444.355	5.002	3148	2	EmoLabelNeg
47.199	5.002	3148	2	EmoLabelPos
62.589	5.002	3148	2	EmoLabelPos
69.942	5.002	3148	2	EmoLabelPos
124.93	5.002	3148	2	EmoLabelPos
145.638	5.002	3148	2	EmoLabelPos
169.247	5.002	3148	2	EmoLabelPos
303.116	5.002	3148	2	EmoLabelPos
315.488	5.002	3148	2	EmoLabelPos
379.463	5.002	3148	2	EmoLabelPos
385.966	5.002	3148	2	EmoLabelPos
392.085	5.002	3148	2	EmoLabelPos
399.237	5.002	3148	2	EmoLabelPos
415.977	5.002	3148	2	EmoLabelPos
423.33	5.002	3148	2	EmoLabelPos
437.102	5.002	3148	2	EmoLabelPos
