onset	duration	subject	run	stimuli
0.033	15.024	3080	1	InfOwnNeg
60.239	15.041	3080	1	InfOwnNeg
211.097	15.043	3080	1	InfOwnNeg
286.426	15.026	3080	1	InfOwnNeg
376.894	15.026	3080	1	InfOwnNeg
437.184	14.816	3080	1	InfOwnNeg
75.295	15.043	3080	1	InfOwnPos
105.49	15.025	3080	1	InfOwnPos
150.724	15.025	3080	1	InfOwnPos
195.991	15.025	3080	1	InfOwnPos
346.716	15.025	3080	1	InfOwnPos
391.984	15.025	3080	1	InfOwnPos
45.167	15.024	3080	1	InfOtherNeg
135.618	15.041	3080	1	InfOtherNeg
180.886	15.041	3080	1	InfOtherNeg
256.298	15.041	3080	1	InfOtherNeg
301.499	15.041	3080	1	InfOtherNeg
407.056	15.041	3080	1	InfOtherNeg
15.072	15.057	3080	1	InfOtherPos
90.384	15.042	3080	1	InfOtherPos
165.797	15.041	3080	1	InfOtherPos
241.226	15.024	3080	1	InfOtherPos
316.588	15.041	3080	1	InfOtherPos
361.789	15.041	3080	1	InfOtherPos
30.129	15.038	3080	1	fixation
120.515	15.103	3080	1	fixation
226.14	15.086	3080	1	fixation
271.339	15.087	3080	1	fixation
331.629	15.087	3080	1	fixation
422.097	15.087	3080	1	fixation
