onset	duration	subject	run	stimuli
0.022	15.918	148	1	InfOwnNeg
61.188	15.616	148	1	InfOwnNeg
213.893	15.835	148	1	InfOwnNeg
290.104	15.784	148	1	InfOwnNeg
381.944	14.982	148	1	InfOwnNeg
442.341	15.851	148	1	InfOwnNeg
76.834	15.049	148	1	InfOwnPos
107.142	15.031	148	1	InfOwnPos
152.393	15.45	148	1	InfOwnPos
198.196	15.567	148	1	InfOwnPos
351.253	15.483	148	1	InfOwnPos
397.056	15.032	148	1	InfOwnPos
46.026	15.046	148	1	InfOtherNeg
137.248	15.047	148	1	InfOtherNeg
183.018	15.047	148	1	InfOtherNeg
259.914	15.047	148	1	InfOtherNeg
305.934	15.047	148	1	InfOtherNeg
412.151	15.047	148	1	InfOtherNeg
15.953	15.046	148	1	InfOtherPos
91.946	15.047	148	1	InfOtherPos
167.923	15.03	148	1	InfOtherPos
244.802	15.047	148	1	InfOtherPos
321.046	15.047	148	1	InfOtherPos
366.783	15.046	148	1	InfOtherPos
30.999	15.027	148	1	fixation
122.173	15.075	148	1	fixation
229.728	15.074	148	1	fixation
274.961	15.143	148	1	fixation
336.093	15.16	148	1	fixation
427.198	15.143	148	1	fixation
