onset	duration	subject	run	stimuli
0.015	15.056	182	1	InfOwnNeg
60.319	15.042	182	1	InfOwnNeg
212.162	15.059	182	1	InfOwnNeg
287.591	15.209	182	1	InfOwnNeg
378.81	15.059	182	1	InfOwnNeg
439.284	15.343	182	1	InfOwnNeg
75.392	15.009	182	1	InfOwnPos
105.62	15.009	182	1	InfOwnPos
150.921	15.393	182	1	InfOwnPos
196.606	15.426	182	1	InfOwnPos
348.148	15.443	182	1	InfOwnPos
393.999	15.026	182	1	InfOwnPos
45.163	15.041	182	1	InfOtherNeg
135.732	15.041	182	1	InfOtherNeg
181.466	15.041	182	1	InfOtherNeg
257.413	15.041	182	1	InfOtherNeg
302.847	15.042	182	1	InfOtherNeg
409.089	15.041	182	1	InfOtherNeg
15.085	15.057	182	1	InfOtherPos
90.464	15.041	182	1	InfOtherPos
166.394	15.024	182	1	InfOtherPos
242.307	15.041	182	1	InfOtherPos
317.953	15.041	182	1	InfOtherPos
363.637	15.041	182	1	InfOtherPos
30.142	15.021	182	1	fixation
120.629	15.103	182	1	fixation
227.221	15.086	182	1	fixation
272.454	15.137	182	1	fixation
332.994	15.154	182	1	fixation
424.13	15.154	182	1	fixation
454.627	7.373	182	1	fixation
