onset	duration	subject	run	stimuli
41.753	5.002	3146	1	EmoLookNeg
56.659	5.002	3146	1	EmoLookNeg
155.014	5.002	3146	1	EmoLookNeg
193.663	5.002	3146	1	EmoLookNeg
200.132	5.002	3146	1	EmoLookNeg
214.254	5.002	3146	1	EmoLookNeg
266.291	5.002	3146	1	EmoLookNeg
272.827	5.002	3146	1	EmoLookNeg
286.499	5.002	3146	1	EmoLookNeg
293.218	5.002	3146	1	EmoLookNeg
347.673	5.002	3146	1	EmoLookNeg
354.826	5.002	3146	1	EmoLookNeg
369.248	5.002	3146	1	EmoLookNeg
392.708	5.002	3146	1	EmoLookNeg
407.03	5.002	3146	1	EmoLookNeg
49.439	5.002	3146	1	EmoLookPos
64.095	5.002	3146	1	EmoLookPos
70.998	5.002	3146	1	EmoLookPos
162.417	5.002	3146	1	EmoLookPos
169.07	5.002	3146	1	EmoLookPos
176.723	5.002	3146	1	EmoLookPos
183.275	5.002	3146	1	EmoLookPos
207.385	5.002	3146	1	EmoLookPos
220.307	5.002	3146	1	EmoLookPos
279.413	5.002	3146	1	EmoLookPos
341.137	5.002	3146	1	EmoLookPos
362.262	5.002	3146	1	EmoLookPos
379.686	5.002	3146	1	EmoLookPos
386.288	5.002	3146	1	EmoLookPos
400.527	5.002	3146	1	EmoLookPos
3.105	5.002	3146	1	EmoLabelNeg
18.11	5.002	3146	1	EmoLabelNeg
94.407	5.002	3146	1	EmoLabelNeg
108.563	5.002	3146	1	EmoLabelNeg
125.503	5.002	3146	1	EmoLabelNeg
132.755	5.002	3146	1	EmoLabelNeg
145.694	5.002	3146	1	EmoLabelNeg
229.727	5.002	3146	1	EmoLabelNeg
242.982	5.002	3146	1	EmoLabelNeg
256.821	5.002	3146	1	EmoLabelNeg
309.075	5.002	3146	1	EmoLabelNeg
316.227	5.002	3146	1	EmoLabelNeg
323.83	5.002	3146	1	EmoLabelNeg
417.384	5.002	3146	1	EmoLabelNeg
423.986	5.002	3146	1	EmoLabelNeg
10.791	5.002	3146	1	EmoLabelPos
25.53	5.002	3146	1	EmoLabelPos
32.516	5.002	3146	1	EmoLabelPos
80.252	5.002	3146	1	EmoLabelPos
87.721	5.002	3146	1	EmoLabelPos
102.093	5.002	3146	1	EmoLabelPos
119.033	5.002	3146	1	EmoLabelPos
139.591	5.002	3146	1	EmoLabelPos
236.296	5.002	3146	1	EmoLabelPos
250.102	5.002	3146	1	EmoLabelPos
302.605	5.002	3146	1	EmoLabelPos
330.817	5.002	3146	1	EmoLabelPos
430.406	5.002	3146	1	EmoLabelPos
438.192	5.002	3146	1	EmoLabelPos
444.695	5.002	3146	1	EmoLabelPos
