onset	duration	subject	run	stimuli
75.322	15.043	3091	2	InfOwnNeg
165.84	15.008	3091	2	InfOwnNeg
241.169	15.027	3091	2	InfOwnNeg
286.454	15.043	3091	2	InfOwnNeg
376.922	15.043	3091	2	InfOwnNeg
407.117	15.01	3091	2	InfOwnNeg
30.154	15.042	3091	2	InfOwnPos
60.282	15.026	3091	2	InfOwnPos
211.058	15.026	3091	2	InfOwnPos
256.259	15.043	3091	2	InfOwnPos
331.671	15.027	3091	2	InfOwnPos
361.85	15.009	3091	2	InfOwnPos
0.026	15.041	3091	2	InfOtherNeg
90.427	15.043	3091	2	InfOtherNeg
120.622	15.043	3091	2	InfOtherNeg
150.734	15.041	3091	2	InfOtherNeg
271.348	15.042	3091	2	InfOtherNeg
346.744	15.042	3091	2	InfOtherNeg
15.082	15.058	3091	2	InfOtherPos
105.533	15.043	3091	2	InfOtherPos
180.896	15.043	3091	2	InfOtherPos
316.565	15.043	3091	2	InfOtherPos
392.011	15.043	3091	2	InfOtherPos
437.195	14.805	3091	2	InfOtherPos
45.196	15.086	3091	2	fixation
135.665	15.069	3091	2	fixation
195.939	15.119	3091	2	fixation
226.084	15.085	3091	2	fixation
301.497	15.068	3091	2	fixation
422.127	15.068	3091	2	fixation
