onset	duration	subject	run	stimuli
23.09	5.002	196	2	EmoLookNeg
29.559	5.002	196	2	EmoLookNeg
81.113	5.002	196	2	EmoLookNeg
87.732	5.002	196	2	EmoLookNeg
94.568	5.002	196	2	EmoLookNeg
182.385	5.002	196	2	EmoLookNeg
195.257	5.002	196	2	EmoLookNeg
209.079	5.002	196	2	EmoLookNeg
219.733	5.002	196	2	EmoLookNeg
233.455	5.002	196	2	EmoLookNeg
240.858	5.002	196	2	EmoLookNeg
257.832	5.002	196	2	EmoLookNeg
271.837	5.002	196	2	EmoLookNeg
348.2	5.002	196	2	EmoLookNeg
363.206	5.002	196	2	EmoLookNeg
3.049	5.002	196	2	EmoLookPos
9.635	5.002	196	2	EmoLookPos
16.637	5.002	196	2	EmoLookPos
74.51	5.002	196	2	EmoLookPos
100.704	5.002	196	2	EmoLookPos
188.454	5.002	196	2	EmoLookPos
202.16	5.002	196	2	EmoLookPos
226.219	5.002	196	2	EmoLookPos
247.177	5.002	196	2	EmoLookPos
265.018	5.002	196	2	EmoLookPos
279.29	5.002	196	2	EmoLookPos
286.276	5.002	196	2	EmoLookPos
334.528	5.002	196	2	EmoLookPos
340.781	5.002	196	2	EmoLookPos
355.953	5.002	196	2	EmoLookPos
38.779	5.002	196	2	EmoLabelNeg
52.368	5.002	196	2	EmoLabelNeg
109.774	5.002	196	2	EmoLabelNeg
122.996	5.002	196	2	EmoLabelNeg
129.832	5.002	196	2	EmoLabelNeg
145.038	5.002	196	2	EmoLabelNeg
151.107	5.002	196	2	EmoLabelNeg
164.812	5.002	196	2	EmoLabelNeg
171.731	5.002	196	2	EmoLabelNeg
302.916	5.002	196	2	EmoLabelNeg
317.555	5.002	196	2	EmoLabelNeg
323.874	5.002	196	2	EmoLabelNeg
401.171	5.002	196	2	EmoLabelNeg
424.997	5.002	196	2	EmoLabelNeg
440.003	5.002	196	2	EmoLabelNeg
45.365	5.002	196	2	EmoLabelPos
58.821	5.002	196	2	EmoLabelPos
65.29	5.002	196	2	EmoLabelPos
116.376	5.002	196	2	EmoLabelPos
135.967	5.002	196	2	EmoLabelPos
157.909	5.002	196	2	EmoLabelPos
296.43	5.002	196	2	EmoLabelPos
310.152	5.002	196	2	EmoLabelPos
372.726	5.002	196	2	EmoLabelPos
379.912	5.002	196	2	EmoLabelPos
386.732	5.002	196	2	EmoLabelPos
394.185	5.002	196	2	EmoLabelPos
411.325	5.002	196	2	EmoLabelPos
417.577	5.002	196	2	EmoLabelPos
432.75	5.002	196	2	EmoLabelPos
