onset	duration	subject	run	stimuli
78.243	15.026	192	2	InfOwnNeg
168.795	16.277	192	2	InfOwnNeg
245.458	14.96	192	2	InfOwnNeg
290.776	16.261	192	2	InfOwnNeg
383.996	16.194	192	2	InfOwnNeg
415.408	14.993	192	2	InfOwnNeg
30.158	16.443	192	2	InfOwnPos
61.737	16.493	192	2	InfOwnPos
215.313	14.994	192	2	InfOwnPos
260.547	14.977	192	2	InfOwnPos
337.294	14.994	192	2	InfOwnPos
367.523	16.327	192	2	InfOwnPos
0.029	15.041	192	2	InfOtherNeg
93.349	15.025	192	2	InfOtherNeg
123.527	15.043	192	2	InfOtherNeg
153.639	15.042	192	2	InfOtherNeg
275.603	15.043	192	2	InfOtherNeg
352.35	15.042	192	2	InfOtherNeg
15.085	15.058	192	2	InfOtherPos
108.438	15.043	192	2	InfOtherPos
185.118	15.042	192	2	InfOtherPos
322.121	15.043	192	2	InfOtherPos
400.269	15.025	192	2	InfOtherPos
445.486	15.042	192	2	InfOtherPos
46.601	15.136	192	2	fixation
138.57	15.069	192	2	fixation
200.16	15.153	192	2	fixation
230.307	15.151	192	2	fixation
307.037	15.084	192	2	fixation
430.401	15.085	192	2	fixation
