onset	duration	subject	run	stimuli
25.293	5.002	192	2	EmoLookNeg
31.596	5.002	192	2	EmoLookNeg
86.35	5.002	192	2	EmoLookNeg
93.103	5.002	192	2	EmoLookNeg
100.056	5.002	192	2	EmoLookNeg
195.076	5.002	192	2	EmoLookNeg
209.515	5.002	192	2	EmoLookNeg
223.187	5.002	192	2	EmoLookNeg
233.575	5.001	192	2	EmoLookNeg
247.03	5.002	192	2	EmoLookNeg
253.316	5.002	192	2	EmoLookNeg
269.722	5.002	192	2	EmoLookNeg
283.561	5.002	192	2	EmoLookNeg
355.622	5.002	192	2	EmoLookNeg
369.778	5.002	192	2	EmoLookNeg
3.051	5.002	192	2	EmoLookPos
10.221	5.002	192	2	EmoLookPos
17.957	5.002	192	2	EmoLookPos
78.681	5.002	192	2	EmoLookPos
107.809	5.002	192	2	EmoLookPos
202.212	5.002	192	2	EmoLookPos
216.568	5.002	192	2	EmoLookPos
240.927	5.002	192	2	EmoLookPos
260.185	5.002	192	2	EmoLookPos
277.175	5.002	192	2	EmoLookPos
290.83	5.002	192	2	EmoLookPos
297.199	5.002	192	2	EmoLookPos
342.534	5.002	192	2	EmoLookPos
349.286	5.002	192	2	EmoLookPos
363.192	5.002	192	2	EmoLookPos
40.866	5.002	192	2	EmoLabelNeg
55.772	5.002	192	2	EmoLabelNeg
117.629	5.002	192	2	EmoLabelNeg
132.052	5.002	192	2	EmoLabelNeg
139.004	5.002	192	2	EmoLabelNeg
156.578	5.002	192	2	EmoLabelNeg
163.714	5.002	192	2	EmoLabelNeg
178.07	5.002	192	2	EmoLabelNeg
184.689	5.002	192	2	EmoLabelNeg
313.739	5.002	192	2	EmoLabelNeg
326.127	5.002	192	2	EmoLabelNeg
332.997	5.002	192	2	EmoLabelNeg
406.725	5.002	192	2	EmoLabelNeg
429.001	5.002	192	2	EmoLabelNeg
443.156	5.002	192	2	EmoLabelNeg
48.036	5.002	192	2	EmoLabelPos
63.108	5.002	192	2	EmoLabelPos
69.411	5.002	192	2	EmoLabelPos
125.299	5.002	192	2	EmoLabelPos
146.757	5.002	192	2	EmoLabelPos
171.017	5.002	192	2	EmoLabelPos
306.386	5.002	192	2	EmoLabelPos
319.841	5.002	192	2	EmoLabelPos
379.248	5.002	192	2	EmoLabelPos
386.701	5.002	192	2	EmoLabelPos
393.087	5.002	192	2	EmoLabelPos
400.356	5.002	192	2	EmoLabelPos
415.912	5.002	192	2	EmoLabelPos
422.665	5.002	192	2	EmoLabelPos
436.57	5.002	192	2	EmoLabelPos
